Arabic_text,ar:manual_sentiment,ar:manual_confidence
بس ما علافت شو هيي هالمطاعم اللي بدها تفتح بسوريا ,Neutral,0.6044
بكفــي قتل .. بكفــي فتنه  ,Negative,0.7285
فورا بروح بنقرها جيزة من السكرتيرة ,Neutral,0.46040000000000003
مانزلو المشكلة انا اليوم نزلتو ولسه ما نط حدا لجربو ,Negative,0.508
على شنو هاي حضارتنا وهاد مجتمعنالا ,Negative,0.44380000000000003
للعلم عم يبنوا نفق تا يريحو الناس وهو الي صار عم يريحوهم من الحيات ,Negative,0.6366
وعن المجنون حتى يعقل ,Neutral,0.5011
حشيشة وبتشتريلي بوشار على الطريق ,Negative,0.7052
الله يعين الرجال شو متحملين من النساء المتجبرات ...  ,Negative,0.5488000000000001
جايه نشيطه اليوم صدى ,Positive,0.9027000000000001
والله ياشباب انتو مزودينها شوية ,Negative,0.8241
ساعة حمص بطحينة بس حلو الواحد ينزل يشوف الغنى الفاحش بالجنوب ,Negative,0.5058
و بالقطن الحلو شو إغتنينا يا تلج زرعناه بإيدينا يا حمام الغيضا ,Positive,0.7986000000000001
روئي أتفضلي هي قهوة اهلا وسهلا ,Positive,0.8198000000000001
خليه هو يلاحقك طبعا كلو وهم لا تعملي شي غلط بتصيري متلو سيئه ,Negative,0.4556
وبعد سنه الله رزقهم بصبي وكان لونو اسود ,Positive,0.4999
لا احاولي على كلن آخرتكن للمطبخ ههه ههه ,Positive,0.424
يا سيدي كنت قبلت برياضة !!! بس فجأة لقيت بوشي ... ,Negative,0.7121000000000001
والا بدك تاكل الحلوان علينا ما رح نكلفك كتير ,Positive,0.7305
هو هادا الجامع اللي بنصلي فيه أنا وخنفوش  ,Neutral,0.5029
يعني انا كنت في الطاقم الاداري لاكتر من موقع ,Positive,0.5901000000000001
انا معجبه بكل اعضاااء المنتدى عشان هيك حبيت انضم لكم  ,Positive,1.0
يعني فكر انو لا سمح الله هالطائرات هي اسرائيلية هاهاهاها ,Negative,0.7416
انشا الله بتحققي كل اللي بتتمني إلك و لكل اللي بتحبيهن ...  ,Positive,1.0
وانشالله تحقق كل الذي تتمناه في حياتك ,Positive,1.0
ويد وحده مع تمنياتي بالتوفيق للجميع .. ,Positive,0.9031
ويحطوا مواضيع جديدة . ,Positive,0.6910000000000001
أما يلي عندو أي حجة أو فكرة أو رأي فليطرحو بس بموضوعية ,Positive,0.8179000000000001
دخيل الغيران انا بس ,Positive,0.5523
وانو ما بحطها واطية غير ليلي خلقو ,Negative,0.8997
بس اجت متأخرة وانشا الله بترفيعكم للسنة ,Positive,0.6015
وكتير بحب الممثل العظيم أيمن زيدان ,Positive,0.9168000000000001
هاد كيف لو ماكان مطلوب من الشخص الصايم انو يكون صبور ,Negative,0.40990000000000004
المشكلة اني ما فهمت اللعبة منيح ,Negative,0.8958
وجد تمنينا انه تضلي معنا وقت اطول بس متل ما قلتى للظروف احكام ,Positive,0.6062000000000001
و ازا بدك تقلي الكلمة المعهودة ارجع للدين ,Negative,0.6019
هلق الثاليوم صار سم غريب حتى علماء السموم الانجليز مانن سمعان فيه ؟؟؟ ,Negative,0.6122000000000001
مفتاح يخرجك من عتمة  ,Positive,0.8151
بس قبل اي اشي لازم افهم ليش عمل هيك ,Neutral,0.49610000000000004
الشغله الها حسابات دغري بروح عالحوادث ,Negative,0.7333000000000001
لك مبييينة استنوا شي ١٠ سنين تانية ليش مستعجلين لتعلنوا هالشي ... ,Negative,0.8961
أنا ما دخلت لهون عالمنتدى لحتى ترحبو فيني انا بكره الاسلوب بالمنتديات الترحيب والمجاملات بحب كل واحد يعطي رأيوو بصراحة بدون أي مجاملات بالعبارات المنمقة  ,Negative,0.3768
هالموضوع بالذات بيزعجني كتير ... ,Negative,0.804
اما بالنسبة لفينكس وفتح الثورة ومؤمن كلهم كوك ومؤمن كوم ,Positive,0.45930000000000004
وحامل معو علبة فيها الشبكة ومارح يتعطل أبدا عاللبس ,Positive,0.7002
على كل تعودنا على التهديدات و كمان نحنا عنا مفاجئات مو بس حزب الله .. ,Negative,0.9053
وخللي بالك من هون ورايح راح اراقب مدونتك ,Negative,0.5445
انا تعلمت من الدنيا ما في اشي بستاهل ,Negative,0.593
لا حول ولا قوة إلا بالله ,Positive,0.5963
له ياخالد ماحبيتا منك أبدا شو هالأخطاء الإملائية التصحيح ,Negative,1.0
و الاشاعة الجاية  ,Negative,0.5429
خيتووو اذا تبيني احط لك الصور اللي حصلتهم مافي عندي ما نع ,Positive,0.5096
بس مو مشكل .. يمكن معك حق .. ,Positive,0.4567
و الاقتصادي و الأخلاقي و الثقافي فعدت الى الامارات علما ان المصروف اغلى في الامارات ... ,Negative,0.4696
والله صعبي بس معليش الله كريم والله يخليلكم الي عندكم ,Positive,0.7997000000000001
ونشا الله السنة الجاية متل هلأ بتكون محقق كل احلامك مع رشرووش ,Positive,0.9026000000000001
بس ما قدروا لانه الله عز وجل ما كاتبهم لبعض ,Negative,0.7036
إلا اللي أمه داعية عليه على أيش بده يجي على سوريا ,Negative,1.0
امرأة غير مثقفة اولاد غير مثقفين منزل مليئ بالجهل ,Negative,1.0
وأكيد صار عندنا نقص بموارد المياه بهديك المنطقة ,Negative,0.8210000000000001
الن يصل الفايروس الى اجهزتنا ٠٠ ,Negative,0.7989
له له له هيك كلكن عم تتتمنو نفس الامنيه للاخ اسامة ,Positive,0.7909
يعني وضربها بتكون إلها لدة أو أول مرة يضربها ,Negative,0.8114
ولما صار وقت الفاتورة ما رضيوا يعطوها فاتورة ,Negative,0.7388
لك بتلاقي الوحدة فيون يعني المدرسات ناتعتلك شي كيلين بندورة على شوية بتنجان ,Negative,0.717
ولي كارلوس فرطت ضحك ,Positive,0.6033000000000001
مبارة نااايمة صراحة ,Negative,1.0
ألنا ألولد يمكن رجال عدل ونور يا قلبي شو مغشوش تاريه طالع لأبوه ,Negative,0.8084
فأكيد نظرتي للاتنين مش وحدة  ,Neutral,0.5377000000000001
ديروا بالكم بكرة بيفوت على المنتدى نيكولاس كيج، وبروس ويلس، وشين كونري ... ,Positive,0.4923
لان المنظمة الانساانية بتكوون صااحبة قراار و راي وموقف ,Positive,0.5403
قربت على اي حكي من الي قلتلي ياه بدي اشتغل ؟ ,Neutral,0.4536
هادا من زوقكـ العفو ولو هاد أقل شىء ,Positive,0.86
إنت باحلىىى منتدى وبين احلىىى إخوة ورفقة ... ,Positive,1.0
وهي كرت دعوة خاص لزيارة قسم الرياضة المحلية .. ,Neutral,0.6056
كانت بتقدم الأكل لأخواني و اختي الصغيرة منى كانت بتساعدها و الذكور كيف عادتهم بيلاعبوها و بيضحكوا عليها عشان كل مرة بتجري عند ماما و تصيحها ,Positive,0.6399
لاحدا يقول مافي بأوربا وأمريكا في أكتر لسى والمفروض ,Negative,0.7294
الدنيا علمتني ان اك ثر الاقارب عقارب ,Negative,1.0
سبحان الله ياشباب بقيت ٩ ساعات عم فكر ,Neutral,0.4948
لاموني اللي غارو مني ,Negative,0.41300000000000003
لقد طرحت من قبل هذا السؤال في احد المواضيع ,Neutral,0.7997000000000001
وكنت اسمع انو المواد دائما الها تسعيرة واحيانا تتغطى باسم دروس خصوصي ,Negative,0.6035
يا شباااب بدناش كل واحد يصرح من عندو  ,Negative,0.802
دينا ولسى لح تشوف شباب أروق من هيك ,Positive,0.7259
غزاوي سبشل حكى كمان بدو يجيب هادا معاه مهلة لحد الجمعة ,Neutral,0.5388000000000001
بكفي جبن وخوف  ,Negative,0.8975000000000001
راح يعتمد علي انا اذا بربيهن منيح راح يعرفو ,Positive,0.6407
ولا حدا كان يتوقع انو الجيش الاسرائيلي يحاصر السجن في اريحا ,Negative,0.8023
و الله يرحم والدة الشلهوب ... ,Positive,0.5064000000000001
بيجوز ،، بس البنية لابقة لصفاتي اكتر لاني في العمل بنسى اهلي ،، س م ا ح  ,Positive,0.5953
اكيد راح اسمح للاولادي باستخدام النت لانو كل شي في هالدنيا سلاح ذو حدين مش بس النت ,Positive,0.6928000000000001
كلو بيحب منظر الدم» وخليها لربك ... ,Negative,0.9061
مسلسل أحلام كبيرة وليالي الصالحية التوب بهي السنة .. ,Positive,0.8015
المشكلة انو توصل المياة للريكارات ,Negative,0.8196
والله حلال اعدام كل واحد بيقول عن حالو حماس لانهم ناس ما بتعرف الله بالمرة والله حرام الى بيصير لازم يكون فى تدخل عربي ودولى علشان يبيدوو حماس ,Negative,0.9176000000000001
لانه الخوف يؤئر على الشخص وتضعف قدرته على التعامل مع الواقع ,Negative,0.503
لعن الذين كفروا من بني اسرائيل على لسان داود وعيسى ,Positive,0.3688
ممكن الشرطي تصرف منه ١٠٠٠ ليرة ,Negative,0.5543
يا من تلقبين نفسك بالمجنونة، ,Negative,0.7045
الحقت على المواطن الغلبان وعملت الترخيص للسيارات رسوم كامله غير معفى من الخصم ومفش سياره مشطوبه الا ولميتها وصار تاجر الخرده اكبر رجل اقتصاد ,Negative,0.9079
او هو ببطن امه مكتوبله حياته وشو راح يصير معه مثلا في نساء بتسقط حالها ,Negative,0.6384000000000001
أما الباقيات فالعياذ بالله حتى أصبحنا لانعرف بعضهن إلا من الأصوات ... ,Negative,1.0
أمنياتي الصادقة بحياة سعيدة ... وبأولاد كثر ...  ,Positive,1.0
وما تخاف في كثير انواع للترحيب عنا يعني دير بالك ,Positive,0.6982
ان شاء الله بشوفك ببيت العدل على هالوصف !!! ,Positive,0.6982
طيب هاد عن كذب النساء مافي عن صدق النساء ؟؟؟  ,Negative,0.4632
يلي للأسف نسيوا شو يعني أخلاق ,Negative,1.0
ايه ما شاء الله عليكي عيون في حدا ما بيحب السلام ويريده للكل اتفنني ع كيفك .. ونحنا هون معك  ,Positive,0.8033
عمو . . بيسلم عليك البابا وبيقلك إذا هي مو راضية تبوسك أنا ببوسك ,Positive,0.7195
و كمان مرة شكرا» كتير لأنكن تذكرتو عيد ميلادي ,Positive,1.0
ان هلق دريت والله ,Neutral,0.4093
موضوعك رائع اختي نور العيون ,Positive,1.0
فأنت حي لأنو هنيك بتضحك ,Positive,0.9086000000000001
الدنيا صارت اخر زمن ,Negative,1.0
هوي المطبخ واكتر شي بتحبو الست هوي المطبخ بلا من هالفوتي يا رجال على المطبخ ,Positive,0.5977
انا من راي اخي العراب فعلا الرقابة تبعنا هيي اللي تعبانة ,Negative,0.9026000000000001
جمال عبدالناصر يا هلا والله نور المنتدى باخونا .. ,Positive,0.8339000000000001
بتعرف يا حج كامل انا بظروف شغلي الليلي بظل نايم من الساعة ٢ الظهر لل ٨ المسا ,Neutral,0.40840000000000004
يعني انا حاضر المباراة لاخر دقيقة ايمتا اخترق الدفاع و ايمتا سدد كرة مميزة انا مافهمتا هاي ... ,Negative,0.5575
هذي صورة ولا اروع للبحيره تبين مدى كبر هالبحيره شكرا يا رائع على هالتصوير ويا ريت تصور بحيرة العكرشية الي بالحمادة  ,Positive,1.0
ام ان الشباب يعني ما بدهون وجه مشدود و نضارة وتحريك لدورتهم الدموية !!! ,Negative,0.5141
عجبكون برنامج والله انا بهمني انتو تكونو مبسوطين ,Positive,0.8995000000000001
يمكن اتاخرت بالترحيب ,Negative,0.5409
مش مشكلتي اذا بدك تبني مستقبلك وما في فرصة بالبلد . ,Negative,1.0
لأنو جهازي بقيانلو نكشة ليسلمها شلون بفيروس كمان ,Negative,0.8962
اسف بس صراحة دمي فاير قال ولد بدو يصير مدير اللي معو توجيهي بصير عندن مدير طيب اللي معو دكتوراه شو بحطو نبي ؟؟؟ ,Negative,1.0
لذلك حاج بقى تعمل دعاية ببلاش للمسلسل اذا كان عنجد مو عاجبك هالمسلسل ,Negative,0.717
يعني يلي ما عم بفهمه ان منحكي على الميزانية و كأن هي عدو المواطن ,Negative,0.9036000000000001
وانتي اعملي نفس الشئ مع صديقك القديم قبل الزواج وهذا حق شرعي لك .. ,Neutral,0.37460000000000004
بس المشكلة انو مو دائما بتقدري تكتشفي شخصية الرجال بالخطبة ,Negative,0.7245
والله يا حجه النسوان على راسنا من فوق وما بنقدر نستغني عنهم هم اغلى اشي في الدنيا  ,Positive,0.9033
بس هاي يمكن للناس بكونوا اجدد ع زيجه بتصير الزوجه ,Positive,0.4445
حجا مقبولا ً نشالله الله بيكسر لك رجلك وما بيخليك تطلع عالطيارة . ,Negative,0.6509
والله بصراحه أنا كتير كتير كتير كنت معجب بدور الفنان جمال سليمان بمسلسل زكريات الزمن القادم ,Positive,1.0
بجد موضوع حلو و مفيد بس ياريت تقولي اذا بصير بدل الماء نشرب شاااي بجد لولي انا بشرب شاي كتير فوء العقل ...  ,Positive,0.597
وطبيعي مو مهم اذاكانت اللوحات موجودة ام مرفوعة او حتى معدومة !!! ,Negative,0.9124
كيف ما بدومشان يتزوجني ,Negative,0.37360000000000004
و اللوادئة معروفين إنن تنابل ... ,Negative,0.7152000000000001
بعدين قرروا يكشفوه وكلفهم ملايين الليرات ,Neutral,0.5021
قصص الحب تآع اليوم كله فآشل وصدقني فش ولا حده بصون التاني  ,Negative,0.9092
ويتحطها «c:program files/msn/» يعني بالملف تبع الماسنجر ,Neutral,0.7367
هففف يعدمني شركة نوكيا الهي ، ,Negative,0.9108
مش بعض ناس اول ماطلبنا منهم صارو بدهم يقتلونا ,Negative,1.0
كانت أول شيئ بشوفو بعد رجوعي للمنتدى بعد غيبة مو قصيرة ... ,Positive,0.46140000000000003
ولا والادهى والامر وكانه الزعتر بطلع عندنا في غزة على السطوح مع الندى ,Negative,0.6047
لعند مديري وقلتله انا راجع لسوريا انا بلشت سنتي هيك ,Neutral,0.4953
انا هلاء عملت الاختبار وطلعت نتيجنو ٥١ مابعرف هيك منيح لما لا وكلام مافهمتو شكراً كتير كتير ع الموضوع تحياتي قمر السعوديه  ,Neutral,0.39330000000000004
ومن كل الطوائف وبأحسن الجامعات والمطلوب منك تساعد شخص ,Positive,1.0
دورية ياجماعة هادا أكيد طالع جولة أو كبسة على المراكز التعليمية ,Negative,0.5404
يعني انا مو شايف غير بنات الله يجيرنا ... المعذرة يعني ,Negative,0.8085
وطبعا شر البلية مايضحك ,Negative,0.7183
لحتى نقدر نتواصل معو ونفهمو ونفهم افكارو بشكل جيد تحياتي ,Positive,1.0
و بنفس الوقت هم يللي بدهن نصائح ,Negative,0.7125
و الظاهره هي خفت جدا بالمقارنه مع ما سبق عليه الحال ,Positive,0.5394
ما تقول انت بعيد مو مشكل بنركب باص هوب هوب وبنجيك ولا يهمك ,Positive,0.5982000000000001
مدردحه بكل اختسار يعني كتيرة برم وبتاخد ع الناس بسرعة بسرعة  ,Positive,0.7989
ما رح احكي بس رح انسخ قصة شفتا بغير مكان ,Neutral,0.7315
ابووو الخل كل عام و انتا بألف خير ,Positive,1.0
بكل قصة اغتصاب او قتل او سرقة وما في داعي لتعرية الواقع اكثر مما هو قاعد بزلط ربه ,Negative,0.898
خايف منهاا خلص شروق لاتطلبي منو شي تعالي عندي ,Negative,0.7097
وعم تدور على كل شي ممكن تستعيد فيه هالراتب المبتور اللي عم تعطيه للموظفين ,Negative,0.9062
وانشاء كل اللي قروو القصة يستفيدو منن العبر اللي فيها ومايخلو القارب بدون مايكون فيه أحد ...  ,Positive,0.9004000000000001
انا كتلك لغتي العربية بتهوي ,Negative,0.6369
يعي بالصورة مبين كسرين بالزجاج ليش مدهوش او مدهوشة مدهوشي ؟ ,Negative,0.8025
ليلة فرحنا يوم الخميس ...  ,Positive,1.0
ليش مش كمان الوطنية يقاومو ,Negative,0.7608
فوق ما بتتصور وأهلا فيك النديم ما بيصير نضارب على بعض ,Positive,0.7333000000000001
افكارهم وطريقة تعاملهم وتصرفاتهم وكلامهم وكلشي كان يختلف ,Neutral,0.4509
لاحظو أنو القصة فيها قسمين الخيال والواقع ,Neutral,0.6381
وأخير والحمد لله نجحتوا ,Positive,0.8191
أكيد انت من المنتفعين ، أو أنك ابن مسؤول و خايف على كرسي أبوك . ياسيريا نيوز ليش ما عم تحطو كل الآراء ,Negative,0.9117000000000001
بس الواحد مابقدر يحكي لاي حدا مشاكلو يعني انا بفضل اني مااشكي لحدا بالمرة غير لربنا لانو هو الوحيد اللي بنفعني ,Negative,0.632
عم تتسول طيب أنت بهالحالة مستحيل ما يرق قلبك ,Negative,0.9042
وبركي بساعدك أنا كمان فيهـــون ، ,Positive,0.8175
شوكولا و أيام لزيزة ... و تسلاية و نهفات ... ,Positive,1.0
فا ما الحل للطالب الكسول والمشاغب ؟؟ ,Negative,0.7076
عطينا رغيف من عندك عمي بلو ، لنفعس فيه شوية «مكدوس» ,Neutral,0.4914
وما فيها رومنسية ,Negative,0.9056000000000001
حلو كتير الضوء المناسب في الزمان المناسب ... ,Positive,0.898
لانو اللي عم ترفضو هلأ بكرة رح يصير امر واقع بدليل عدد حالات الزواج المختلط المتزايدة ,Negative,0.9039
بس ماطلع معي بالكتب يللي قريتها هيك معلومات ,Negative,0.5006
واعمل ماشئت فانك مفارقه ..  ,Positive,0.4022
والله اني كريمة بعزمو ع بحر يافا ,Positive,0.9036000000000001
احنا ما كفرنا وما في حدا مخول يكفرني لانو هادا بأيد الله اوكي يعني ما تكفر حدا بعد هيك ياريت يا اخ ,Negative,0.6942
مشاركاتها روعة وحتى ردورها أحيانا بتتخيل أصيل عمرها ١٠ سنين بردودها وأحيانا بتقول هالبنت واعية وعمرها فوق ٢٥ من طريقة كلامها أو حتى كتاباتها البسيطة ,Positive,1.0
الحضارة الغربية اللي عم تدافعي عنا ,Negative,0.6930000000000001
بس ندمت كتير لما قريتا ,Negative,1.0
صار مع والدتي نزيف من أنفها فراحت على المشفى العسكري ,Negative,0.6954
عن هيك مواضيع وما بعرفوا يثيروا الرجل .. ,Negative,0.8106
تعال شراب كاسة كوكتيل من عند أخوك أبو البيس ,Positive,0.7988000000000001
شو رايكون مو ممكن هيك قرارات تعسفية ؟؟؟ ,Negative,0.9176000000000001
بس معايدتي طارت لعندك ,Positive,0.9028
بس يعني برأيك أنو المنتدى كلو هيك تسلاية و ضحك و لعب بيكون حلو ,Positive,0.5059
يعني بتحط رقمك الإمتحاني بيعطيك النتيجة ... ,Neutral,0.6014
لازم يتحجبو كل نساء العالم ... ,Positive,0.5496
او بتوقف لتشوف شو هي وهيك بيكونو استغنو عن المطبات والوحوادث ,Negative,0.6336
وما رح نخليكي لو حدك انا وخواتك جايينلك على المستشفى ,Positive,0.7983
وهي بتختلف من شخص لشخص هاد بالنسبة للسؤال لاول ,Neutral,0.6021000000000001
ههه هي مقصودة معلم .. مسكين هالزلمة راح فرق عملة يسلمو ايديك على هالمعلومات فعلا شر البلية ما يضحك مزون بكل الحب .. اودعناكم  ,Negative,0.5392
يعني ما في جلسة صبايا الا بقطعن في الف شخص ؟ ,Negative,0.7114
اهلين داليا ... نورتي وشرفتي يا رب كثر من الصبايا بهي المنتدي ,Positive,0.9115000000000001
قمت بسرعه سمعنا صوت قوي جاي من السما تاني حسيتها يوم القيامه ,Negative,0.8128000000000001
واديش عاملينله دعاية وبصوتو بكثافة مشان يفوز ،،، ,Negative,0.4495
انشالله تصيري رايقه ,Positive,0.8962
الله يورجينا الأحلام الحلوة . ,Positive,0.8275
السلام عليكم يعني بصراحة ١ جيجا كتير مغرية ,Positive,0.8091
وعقبال كل شي بتتمناه يتحقق ..  ,Positive,1.0
عوجة ، وبعمر عمرها مارح تصير مستقيمة الله اعلم أستغفره واتوب اليه ,Negative,0.9044000000000001
والله إزا هم بإرادتهم تركوها تتصرف براحتها  ,Neutral,0.40900000000000003
برافو عليك بس بنفس الوقت مامنشمل في بنات انسانات بكل معنى الكلمة ,Positive,0.6439
ومنحطن مراقبين على مدار الساعة معروفين ومحبوبين ومحبوبين ومحبوبين ,Positive,0.8099000000000001
وانشاالله بكون ورده جنبكم على هالأرض الطيبة شبابلك . ,Positive,1.0
مرة سوينا دورة و البروفسور اللي عم يسوي النا الدورة ,Neutral,0.5422
أكيد رح تحذفوها كل واحد أيد كلام الدكتورة ما عرفان ه، ,Negative,1.0
يعني قدرتك العقلية ما ركزت غير بنقطة ,Negative,0.895
وإنتو قاعدين عم تسألوا إذا بتجوز الرحمة عليه ؟؟؟ ,Negative,1.0
أنا سمعت عن هالتقرير لكن ممكن تخبرني من وين أخذتة .  ,Neutral,0.7112
السلام عليكم وهي اسم ولد داني حرف الياء سلام ,Neutral,0.5389
سؤالك بايخ مالو فكاهة ولامازية ,Negative,0.9094000000000001
أي والله حيرونا يوم له أضرار ويوم ماله ...  ,Negative,0.8049000000000001
وبعد هيك بتصير مشاريع كبيرة ,Positive,1.0
بدي أجي لعندك أشرب مية زمزم وآكل تمر وآخد مسبحة ... ,Positive,1.0
والعين والله نورت الموقع بوجودك خيّوو أنا من جديد مشتركة ,Positive,1.0
سلامات يا حلوين انا انضميت لالكن عن جديد ,Positive,1.0
أنا الاتصال عندي عن طريق جهاز كونيكت مومتذكرة شو اسم الشركة المصنعة اله ... ,Neutral,0.902
على كلن مامشكلة عنا مناطق أحلى من السوبر ماركت تبعك ,Negative,0.71
نامي فان لم تشبعي من صحوة فمن المنام ,Negative,0.4007
و ربي يقر عينك فيون ,Positive,1.0
رد عنيف احلقيلوااا نصيحة نصيحه مني خليه يغار عليك وفهمك كفايه عزيزتي الضحية يقول المثل إذا تعرضت لحادثة اغتصاب ولم تصتطيع ان تفلت فحاول ان تستمتع فارجو منك ان تحاولي التأقلم ريثما تصلين الى حل مناسب ,Negative,0.7243
وطبعاً جنيت على نفسي من يوم أفتحه .. ,Negative,1.0
والله بتجنن تسلميلي اهلين فيكي ميرا نورتينا ,Positive,1.0
وقلتلى ماراح تعيدها انا قدها ههه ,Positive,0.5011
الحكومة مالا علاقة ... ,Neutral,0.49
بروحوا عالغربة ليتمدنوا بيتفدنوا .. ,Negative,0.7927000000000001
يالله ... بكرا بيجي مدير جديد من الدقة القديمة وبيرجع بيمنع وخود بقى لغاية ما يفهم انه في شركة انترنت وليس في فرع مخابرات  ,Negative,0.7267
يختشي على هالغزة ما أزكاها ,Positive,0.6657000000000001
الله يرحمنا برحمته الي ما بيعرف قصة المثل يسال الي استحوا ماتوا ,Negative,0.6972
أهلا فيك زميل «DODOSeri» وشكرا عالقصيدة ... ,Positive,1.0
وطبعا اقعد عالنت وان مليت من الاتنين بحب اروح عالبحر صيفا شتاء ,Neutral,0.2913
بس مو انو ماعاد ترافقنا وتصير تخاف متل يلي سبقوك ... ,Negative,0.9074000000000001
يسلم سوس على الصور طلعو و اخيرا عندي بس على قولة شباب دائم ,Positive,0.8181
بس شوف الوضع عالارض شلون ,Negative,0.6109
أنا مو معك بهالتشاؤم من الحياة ,Positive,0.719
يعني الواحد يحكي ضميرو حلوين .. ,Positive,0.9029
الله يرحم ايام زمان ,Negative,0.44920000000000004
ورودي فـاطـبعي العَفْوَ جميلاً بجبيني و اسمعـيني .. ,Positive,0.9246000000000001
مش متحملينها عمتي  ,Negative,0.8294
ولو لقيت شب حلو اكيد اكيد رح يتعاكس ,Neutral,0.302
يا سلام راح اعملك محاضرة بعد شوي .. ,Positive,0.6259
فياريت اي واحد بيعرف بلد يحكي ,Positive,0.7036
و موكل الستات مصاصين دماء في كتير زوجات عايشين و رضيانين ,Negative,0.40740000000000004
و أنا أعجبت باسمه .. فدخلت له مسرعة ..  ,Positive,1.0
لأنو مرقت بالتجربة وفكرت فيها ولو بعد ما قطع عليها ٥ سنين، ,Positive,0.5085000000000001
والصديق المخلص نعيم الاخ العسكووور سمير المرحب دائما مونذر ,Positive,0.9001
مهما كانت الاسباب الي خلته يمد ايدو علي ,Negative,1.0
اويها وعروستنا حلوة وما بدها غندرة ,Positive,0.8992
يخرب بيتا هديك بكل برامج الفايروس ما كانت تطلع ,Negative,1.0
وأنا كمان ما بفوت على الغرف الصوتية ,Negative,0.5011
حاجي حكي فاضي معقول عاصفة بهل القوة ما تشيل الرصيف ,Negative,0.7153
واذا ما كان مبسوط يقول السبب ,Negative,0.4048
ماذا سوف يحصل شو بصير اذا كان شي سائق متخانق هو وزوجتو وشافو لشرطي غم بيصور شو ممكن يصيربعمو المصور غفو غمو الشرطي ,Negative,0.6033000000000001
يعني التنين ممكن يكونو بخلا و كذابين و ضعيفي الشخصية و الخ الخ ,Negative,0.8111
ساره شكرا شكرا والله خجلتوني ياجماعة شكرا الكم كتييي ييير ,Positive,1.0
ممكن شخص بيشتغل على حالو ومحظوظ ,Positive,0.594
والله بيستحق أنو الواحد يحملو ... ,Positive,0.9077000000000001
لك كل عااام وردتنا الغالية بألف ألف ألف خير وعئبال المية سنة يا رب وهدول الوردات بمناسبة عيد ميلادك بتمنى يعجبوكي الغضب  ,Positive,1.0
واعتبر انها هدية مني لمكشات العزيز و اخوني الاعضاء والزوار !!! ,Positive,1.0
الجنسية من دون ما توقع «إنت» بالخطأ . ,Neutral,0.6017
وحاسة حاله بالسجن ,Negative,1.0
بالذات مع الجاج واليخنه ,Neutral,0.45470000000000005
أنا أعشق كل ما يتعلق بالجينات .. ,Positive,1.0
عم تتخايل بكرا إنت إبنك عمرو ١١ ١٢ سنة فايت مدودخ عل بيت تسلّم علي عادي تشرب فنجان قهوة معو و تفوت تنام والله شكلو في أهل هيك ,Positive,0.48650000000000004
المسؤولين متلهم متل غيرهم يعني لاعندهم شي زيادة ولا ناقصصص شي . ,Neutral,0.4657
طلعت انا داخل سوري !! قصدي انت اليوم عنّا ...  ,Positive,0.49050000000000005
واااع كيف بدي اطلع طلعوووني ههه شي ما الي فيو ليش فتت من اصلو ,Negative,0.5741
و يرؤجى من الجميع المحاولة ,Positive,0.6992
بس لوتعرف شو نفسي انو عيش بهديك الأيام » ,Positive,0.7962
والله يا اخى هدا الكلام مو صحيح ,Negative,0.6436000000000001
انا بحييكم وبشكركم من قلبي والدنيا لسه بخير لانه في شباب طموح وشباب رافض للذ ل والظلم ,Positive,1.0
بيجمع كل العرب من الشرق للغرب ,Positive,1.0
وبعتبر الكل صح .. حتى يثبت الغلط .. ,Positive,0.6476000000000001
وكل المنافسات هلق بين السوق الداخلي والخارجي راح يكون لمصلحة المواطن ..  ,Positive,1.0
ان ياكل عني وقية من كنافة الأقصى ابعدبن ابنتحاسب ... ,Positive,0.4979
و اللهي اذا بدو يتزوج للمرة التانيه و انا بيتوجب علي اختيار احد الحلين ، ,Negative,0.4017
بلاش تكون أناني وخلي عندك روح التضحية يا أبو غيث ههه ,Positive,0.5392
واصلا مالازم تمر السيارات بالشارع كلو ,Negative,0.5471
ومدام عم تحكو عن الفلاح والحمار اسمعوا هلحزيرة شو الفرق بين الفلاح والفيزون ؟  ,Negative,0.5123
لكن وقت اللي اجيت عليها بعد فرقة سنة ونص ، ,Negative,0.45230000000000004
شكرا عالموضوع وصناعة الإعلانات في سوريا أثبتت أنها صناعة فاشلة وأفشل من صناعة العلكة كمان  ,Negative,0.8963000000000001
ولعيونك أحلى ضرب متة عالبلكون شي بيشيل الغصة من القلب .. ,Positive,0.9021
لانو إذا ما قاومناهم ووئفنا بوشن رح يستلمو الحكم ويحلئولنا .. ,Negative,0.6045
يلا ما عنا وقت دغري اغطسي بالمنتدى وورجينا ابداعاتك ..  ,Positive,0.7965
بس العن سوسة الاركيلة ... ,Negative,0.8136
انا قريبتي متزوجه من واحد كان فيو نفس صفات خطيبك ,Neutral,0.3685
لانو هيي هلا بالسن القانوني وبيها اذا مش هامو سعادتها ,Negative,0.6326
ولا انس عصايتو الطويلة ,Negative,0.7038
اس اس السلامو عليكو الغالية جورية ..  ,Positive,0.8242
معناها يا ريت ما تنتقد الشيخ اللي بيتزوج قاصر، لانوحر وعايش حيا ,Negative,0.6941
والنكتة انو وحدة من البنات الموجه خالها وهيي كانت قائدة الحملة ... ,Negative,0.8965000000000001
مما اضطرني الى حرقهاتصوروا ان اللهب ارتفع اعلى من البناية والدخان غطى الحي ,Negative,0.9089
